"","ID","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","comment","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res","prev","x_new","y_new","cor"
"294",437,"125",27,5,"au","Climbach","Gießen","Hessen","j","j","j","j",NA,"detected","","",487156.905735397,5611899.02381665,"detected","",487156.9057,5611899.024,""
"1022",438,"125",27,6,"c","Wißmar","Wetzlar","Hessen-Nassau",NA,"j","j","j",NA,"not detected","Wißmar","Wettenberg",999,999,"not detected","",999,999,""
"295",439,"125",27,7,"al","Lollar","Gießen","Hessen","j","j","j","j",NA,"detected","","",479044.554544023,5610668.65976483,"detected","",479044.5545,5610668.66,""
"11",440,"125",27,13,"cr","Alten-Buseck","Gießen","Hessen","j","j","j","j",NA,"not detected","Alten Buseck","",482315.571936377,5607854.41061375,"detected","",482315.5719,5607854.411,""
"1168",441,"125",27,15,"ar","Beuern","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",487466.7091,5608440.032,"found"
"296",442,"125",27,17,"c","Wieseck","Gießen","Hessen","j","j","j","j",NA,"detected","","",479429.138736761,5605974.57769192,"detected","",479429.1387,5605974.578,""
"1023",443,"125",27,18,"au","Trohe ","Gießen","Hessen","j","j","j","j",NA,"not detected","Trohe","Buseck",999,999,"not detected","",999,999,""
"1169",444,"125",27,18,"cu","Rödgen","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",482364.0136,5605430.145,"found"
"1024",445,"125",27,19,"co","Großen-Buseck","Gießen","Hessen","j","j","j","j",NA,"not detected","Großen Buseck","",999,999,"not detected","",999,999,""
"297",446,"125",27,24,"du","Oppenrod","Gießen","Hessen","j","j","j",NA,NA,"detected","","",486060.313124367,5603539.80053628,"detected","",486060.3131,5603539.801,""
"1247",447,"125",28,1,"au","Allertshausen","Gießen","Hessen","j","j",NA,NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",489248.9149,5611794.233,"found"
"1170",448,"125",28,2,"bl","Odenhausen","Gießen","Hessen","j","j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",492295.9318,5612144.696,"found"
"298",449,"125",28,4,"ao","Weitershain","Gießen","Hessen","j","j","j","j",NA,"detected","","",497441.69979087,5612751.23841768,"detected","",497441.6998,5612751.238,""
"299",450,"125",28,7,"bo","Geilshausen","Gießen","Hessen","j",NA,NA,NA,NA,"detected","","",492625.7930637,5610487.38054459,"detected","",492625.7931,5610487.381,""
"300",451,"125",28,9,"cu","Lumda","Gießen","Hessen","j","j","j","j",NA,"detected","","",496188.213547082,5609171.45349357,"detected","",496188.2135,5609171.453,""
"301",452,"125",28,11,"cd","Bersrod","Gießen","Hessen","j","j","j","j",NA,"detected","","",489536.712287172,5607245.68450138,"detected","",489536.7123,5607245.685,""
"302",453,"125",28,13,"d","Beltershain","Gießen","Hessen","j","j",NA,NA,NA,"detected","","",495670.564902165,5607481.66587559,"detected","",495670.5649,5607481.666,""
"303",454,"125",28,14,"d","Stangenrod","Gießen","Hessen","j","j","j","j",NA,"detected","","",497594.651112804,5607246.91770698,"detected","",497594.6511,5607246.918,""
"304",455,"125",28,20,"a","Lehnheim","Alsfeld","Hessen","j",NA,NA,NA,NA,"detected","","",499129.715270344,5606557.0207304,"detected","",499129.7153,5606557.021,""
"305",456,"125",28,21,"bl","Lindenstruth","Gießen","Hessen","j","j","j","j",NA,"detected","","",489722.455577466,5604554.36039258,"detected","",489722.4556,5604554.36,""
"306",457,"125",28,22,"a","Saasen","Gießen","Hessen","j","j",NA,NA,NA,"detected","","",491464.089754424,5604795.87081843,"detected","",491464.0898,5604795.871,""
"307",458,"125",28,23,"ar","Göbelnrod","Gießen","Hessen","j","j","j","j",NA,"detected","","",494472.511635336,5605103.18939396,"detected","",494472.5116,5605103.189,""
"308",459,"125",29,3,"ao","Elpenrod","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",505787.891175238,5612831.65112387,"detected","",505787.8912,5612831.651,""
"309",460,"125",29,4,"dr","Ermenrod","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",509797.970469508,5611191.89643076,"detected","",509797.9705,5611191.896,""
"12",461,"125",29,6,"bo","Nieder-Ohmen","Alsfeld","Hessen","j","j","j","j",NA,"not detected","Nieder Ohmen","",502248.291630111,5610549.39122685,"detected","",502248.2916,5610549.391,""
"310",462,"125",29,11,"bu","Merlau","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",501916.883398982,5608125.16897853,"detected","",501916.8834,5608125.169,""
"311",463,"125",29,12,"bo","Wettsaasen","Alsfeld","Hessen","j",NA,NA,NA,NA,"detected","","",504476.854565003,5608816.14960534,"detected","",504476.8546,5608816.15,""
"312",464,"125",29,16,"bu","Flensungen","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",501867.928190224,5606557.28112463,"detected","",501867.9282,5606557.281,""
"13",465,"125",29,19,"ao","Ober-Ohmen","Alsfeld","Hessen","j","j","j","j",NA,"not detected","Ober Ohmen","",508305.509574342,5607264.06259426,"detected","",508305.5096,5607264.063,""
"14",466,"125",29,20,"cl","Unter-Seibertenrod","Schotten","Hessen","j","j","j","j",NA,"not detected","Unter Seibertenrod","",510401.887667684,5606100.23630061,"detected","",510401.8877,5606100.236,""
"313",467,"125",29,22,"cu","Lardenbach","Schotten","Hessen","j","j","j","j",NA,"detected","","",503369.822703021,5603611.33421878,"detected","",503369.8227,5603611.334,""
"15",468,"125",29,25,"co","Ober-Seibertenrod","Schotten","Hessen","j",NA,NA,NA,NA,"not detected","Ober Seibertenrod","",511375.483970646,5604178.55739307,"detected","",511375.484,5604178.557,""
"314",469,"125",30,1,"du","Windhausen","Alsfeld","Hessen","j",NA,NA,NA,NA,"detected","","",514110.295542748,5611168.37928363,"detected","",514110.2955,5611168.379,""
"315",470,"125",30,3,"bo","Vadenrod","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",519407.307546281,5612519.7099114,"detected","",519407.3075,5612519.71,""
"316",471,"125",30,3,"do","Storndorf","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",518456.569101228,5611559.96557158,"detected","",518456.5691,5611559.966,""
"317",472,"125",30,5,"ao","Wallenrod","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",523118.072431712,5612456.94099759,"detected","",523118.0724,5612456.941,""
"318",473,"125",30,11,"cu","Stumpertenrod","Schotten","Hessen","j","j","j",NA,NA,"detected","","",512876.424163385,5606961.94221311,"detected","",512876.4242,5606961.942,""
"319",474,"125",30,15,"ao","Allmenrod","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",523241.591874351,5608509.92972957,"detected","",523241.5919,5608509.93,""
"320",475,"125",30,17,"bd","Helpershain","Schotten","Hessen","j","j","j",NA,NA,"detected","","",516090.976298048,5606147.96016186,"detected","",516090.9763,5606147.96,""
"321",476,"125",30,19,"do","Dirlammen","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",521348.395319252,5606188.95973487,"detected","",521348.3953,5606188.96,""
"322",477,"125",30,25,"co","Hopfmannsfeld","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",522192.063314233,5604135.30264754,"detected","",522192.0633,5604135.303,""
"323",478,"125",31,13,"c","Burgsolms","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",457929.259277787,5598763.62921379,"detected","",457929.2593,5598763.629,""
"324",479,"125",31,19,"dl","Laufdorf","Wetzlar","Hessen-Nassau","j","j","j",NA,NA,"detected","","",461531.343118077,5596145.09152494,"detected","",461531.3431,5596145.092,""
"325",480,"125",32,3,"ar","Atzbach","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",470622.954942905,5602902.92876031,"detected","",470622.9549,5602902.929,""
"1171",481,"125",32,9,"cu","Allendorf","Gießen","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",999,999,"there are at least â€œAllendorf a.d. Lahnâ€ (bei GieÃŸen), â€œAllendorf (Lumda)â€ (Kreis GieÃŸen, nÃ¤her an Marburg), â€œAllendorf (Eder)â€ (Kreis Frankenberg)"
"16",482,"125",32,10,"au","Kleinlinden","Gießen","Hessen","j","j","j","j",NA,"not detected","Klein Linden","",475087.441202424,5600689.26008435,"detected","",475087.4412,5600689.26,""
"326",483,"125",32,14,"c","Lützellinden","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",473348.032816681,5598518.32239834,"detected","",473348.0328,5598518.322,""
"327",484,"125",32,18,"cu","Kleinrechtenbach","Wetzlar","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",470762.763620194,5596208.02989122,"detected","",470762.7636,5596208.03,""
"1025",485,"125",32,20,"a","Großen-Linden","Gießen","Hessen","j","j",NA,NA,NA,"not detected","Großen Linden","",999,999,"not detected","",999,999,""
"328",486,"125",33,3,"a","Annerod","Gießen","Hessen","j","j","j","j",NA,"detected","","",482574.619154171,5602782.95422738,"detected","",482574.6192,5602782.954,""
"329",487,"125",33,5,"ao","Burkhardsfelden","Gießen","Hessen","j","j","j","j",NA,"detected","","",487163.20420915,5602914.28899982,"detected","",487163.2042,5602914.289,""
"1172",488,"125",33,9,"cu","Steinbach","Gießen","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",484399.8808,5599874.993,"found"
"330",489,"125",33,9,"dl","Albach","Gießen","Hessen","j","j","j","j",NA,"detected","","",485407.364076936,5600405.8405584,"detected","",485407.3641,5600405.841,""
"331",491,"125",33,13,"c","Garbenteich","Gießen","Hessen","j","j","j","j",NA,"detected","","",482269.652524086,5598436.19766621,"detected","",482269.6525,5598436.198,""
"332",492,"125",33,16,"au","Leihgestern","Gießen","Hessen","j","j","j",NA,NA,"detected","","",477106.356411723,5597455.37044288,"detected","",477106.3564,5597455.37,""
"333",493,"125",33,20,"c","Lich","Gießen","Hessen","j","j","j","j",NA,"detected","","",487473.836129703,5596586.50514106,"detected","",487473.8361,5596586.505,""
"334",494,"125",33,23,"cu","Dorf-Güll","Gießen","Hessen","j","j","j","j",NA,"detected","","",482732.189776649,5594698.48658885,"detected","",482732.1898,5594698.487,""
"335",495,"125",34,2,"bl","Harbach","Gießen","Hessen","j","j","j","j",NA,"detected","","",492083.773906067,5602693.29430086,"detected","",492083.7739,5602693.294,""
"336",496,"125",34,4,"d","Lauter","Gießen","Hessen","j","j",NA,"j",NA,"detected","","",497606.402863152,5601987.3413296,"detected","",497606.4029,5601987.341,""
"337",497,"125",34,7,"bu","Ettingshausen","Gießen","Hessen","j","j","j","j",NA,"detected","","",493256.830077593,5600868.04852639,"detected","",493256.8301,5600868.049,""
"1173",498,"125",34,8,"c","Münster","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",494289.9206,5599899.425,"found"
"17",499,"125",34,12,"dr","Ober-Bessingen","Gießen","Hessen","j","j","j",NA,NA,"not detected","Ober Bessingen","",493168.654011313,5598421.8661784,"detected","",493168.654,5598421.866,""
"338",500,"125",34,13,"d","Röthges","Gießen","Hessen","j","j","j","j",NA,"detected","","",494826.633536833,5598164.22541422,"detected","",494826.6335,5598164.225,""
"339",501,"125",34,14,"ao","Wetterfeld","Schotten","Hessen","j","j","j","j",NA,"detected","","",496960.526196252,5599485.78004456,"detected","",496960.5262,5599485.78,""
"1174",502,"125",34,15,"ac","Laubach","Schotten","Hessen",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",499128.4521,5598940.118,"found"
"340",503,"125",34,23,"dr","Villingen","Gießen","Hessen","j","j","j","j",NA,"detected","","",495220.506029148,5594872.49070839,"detected","",495220.506,5594872.491,""
"341",504,"125",34,24,"bo","Ruppertsburg","Schotten","Hessen","j","j","j","j",NA,"detected","","",497064.977943796,5596216.59222996,"detected","",497064.9779,5596216.592,""
"342",505,"125",35,1,"ao","Weickartshain","Gießen","Hessen","j","j","j","j",NA,"detected","","",501408.893015968,5603310.21319365,"detected","",501408.893,5603310.213,""
"1175",506,"125",35,8,"b","Altenhain","Schotten","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected","",999,999,"corrupted"
"343",507,"125",35,19,"cu","Betzenrod","Schotten","Hessen","j","j","j",NA,NA,"detected","","",508840.698898185,5596112.00455562,"detected","",508840.6989,5596112.005,""
"344",508,"125",35,19,"du","Götzen","Schotten","Hessen","j","j","j","j",NA,"detected","","",510102.365140816,5596258.82845631,"detected","",510102.3651,5596258.828,""
"345",509,"125",36,1,"b","Ulrichstein","Schotten","Hessen","j",NA,NA,NA,NA,"detected","","",513630.292530043,5602727.25484809,"detected","",513630.2925,5602727.255,""
"346",510,"125",36,4,"cl","Eichelhain","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",519694.174443889,5601990.35443516,"detected","",519694.1744,5601990.354,""
"347",511,"125",36,14,"b","Lanzenhain","Lauterbach","Hessen","j","j","j","j",NA,"detected","","",521717.864893888,5598973.77663551,"detected","",521717.8649,5598973.777,""
"348",512,"125",36,16,"co","Rudingshain","Schotten","Hessen",NA,"j","j",NA,NA,"detected","","",512341.382001285,5596786.21975597,"detected","",512341.382,5596786.22,""
"349",513,"125",36,21,"cu","Busenborn","Schotten","Hessen","j","j","j","j",NA,"detected","","",512829.859950898,5594140.94815582,"detected","",512829.86,5594140.948,""
"350",514,"125",36,22,"au","Breungeshain","Schotten","Hessen","j","j","j","j",NA,"detected","","",514621.724595004,5595035.17815817,"detected","",514621.7246,5595035.178,""
"351",515,"126",1,1,"b","Wernswig","Fritzlar-Homberg","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",525403.270771844,5649498.03835609,"detected","",525403.2708,5649498.038,""
"352",516,"126",1,9,"d","Völkershain","Fritzlar-Homberg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",533449.551735424,5646708.01515111,"detected","",533449.5517,5646708.015,""
"1026",517,"126",1,17,"c","Großropperhausen ","Ziegenhain","Hessen-Nassau",NA,NA,"j",NA,NA,"not detected","Großropperhausen","Frielendorf",999,999,"not detected","",999,999,""
"353",518,"126",1,19,"b","Hülsa","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",532329.377642187,5643931.85703349,"detected","",532329.3776,5643931.857,""
"1027",519,"126",2,1,"br","Nenterode ","Rotenburg","Hessen-Nassau","j",NA,NA,NA,NA,"not detected","Nenterode","Knüllwald",999,999,"not detected","",999,999,""
"354",520,"126",2,14,"bo","Beenhausen","Rotenburg","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",544239.724393482,5646143.93658524,"detected","",544239.7244,5646143.937,""
"1176",521,"126",2,22,"bo","Mühlbach","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",539104.8811,5642599.57,"found"
"355",522,"126",3,7,"a","Mündershausen","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",549947.401787283,5647786.16194559,"detected","",549947.4018,5647786.162,""
"356",523,"126",3,14,"dr","Weiterode","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",557018.004733421,5645167.82368326,"detected","",557018.0047,5645167.824,""
"357",524,"126",3,24,"d","Meckbach","Hersfeld","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",555649.699395612,5641104.78557565,"detected","",555649.6994,5641104.786,""
"1028",525,"126",4,4,"d","Süß ","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"not detected","Süß","Nentershausen",999,999,"not detected","",999,999,""
"1177",526,"126",4,8,"c","Machtlos","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",564157.2185,5646686.011,"found"
"733",527,"126",5,5,"a","Lauchröden","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",581259.586690188,5649740.15455598,"detected","",581259.5867,5649740.155,""
"759",528,"126",5,8,"c","Gerstungen","Eisenach","Thüringen","j","j",NA,"j",NA,"detected","","",574866.081020911,5646273.64228993,"detected","",574866.081,5646273.642,""
"358",529,"126",5,17,"ao","Obersuhl","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",572288.475409193,5644757.78781451,"detected","",572288.4754,5644757.788,""
"1029",530,"126",5,17,"do","Berka","Eisenach","Thüringen",NA,NA,NA,"j",NA,"not detected","Berka","Werra-Suhl-Tal",999,999,"not detected","",999,999,""
"734",531,"126",5,21,"ar","Dankmarshausen","Eisenach","Thüringen",NA,NA,NA,"j",NA,"detected","","",571308.334578075,5641952.58439462,"detected","",571308.3346,5641952.584,""
"760",532,"126",5,22,"c","Dippach","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",573269.518809183,5641457.18140095,"detected","",573269.5188,5641457.181,""
"735",533,"126",6,1,"b","Göringen","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",583601.320590868,5649910.93763739,"detected","",583601.3206,5649910.938,""
"761",534,"126",6,2,"a","Neuenhof","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",585160.534730646,5650281.17790805,"detected","",585160.5347,5650281.178,""
"833",535,"126",6,3,"ad","Stedtfeld","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",588280.809273466,5649643.85899045,"detected","",588280.8093,5649643.859,""
"899",536,"126",6,10,"ad","Eisenach","Eisenach","Thüringen",NA,NA,NA,"j",NA,"detected","","",593052.244833087,5647814.26092022,"detected","",593052.2448,5647814.261,""
"844",537,"126",6,11,"cr","Oberellen","Eisenach","Thüringen",NA,NA,NA,"j",NA,"detected","","",583184.506802457,5644832.26567305,"detected","",583184.5068,5644832.266,""
"874",538,"126",6,17,"d","Förtha","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",587009.043873429,5643860.6453713,"detected","",587009.0439,5643860.645,""
"886",539,"126",6,23,"b","Wolfsburg-Unkeroda","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",589117.563000262,5643440.42482994,"detected","",589117.563,5643440.425,""
"359",540,"126",7,12,"b","Christerode","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"detected","","",527663.941153108,5636142.76832237,"detected","",527663.9412,5636142.768,""
"360",541,"126",7,20,"c","Wahlshausen","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"detected","","",534272.972672351,5633646.67937147,"detected","",534272.9727,5633646.679,""
